RAW_METAR,STATION,DATETIME,WIND_DIR,WIND_SPEED,WIND_GUST,VISIBILITY,CLOUDS,TEMPERATURE,DEWPOINT,PRESSURE_QNH,WX1_INT,WX1_DESC,WX1_PHEN,WX2_INT,WX2_DESC,WX2_PHEN,WX3_INT,WX3_DESC,WX3_PHEN
202512032100 METAR VEPT 032100Z 00000KT 2000 BR NSC 15/11 Q1016 NOSIG=,VEPT,03-12-2025 21:00,000,00,,2000 m,,15,11,1016,,,BR,,,,,,
202512032130 METAR VEPT 032130Z 00000KT 1800 BR NSC 15/14 Q1016 NOSIG=,VEPT,03-12-2025 21:30,000,00,,1800 m,,15,14,1016,,,BR,,,,,,
202512032200 METAR VEPT 032200Z 00000KT 1800 BR NSC 15/14 Q1016 NOSIG=,VEPT,03-12-2025 22:00,000,00,,1800 m,,15,14,1016,,,BR,,,,,,
202512032230 METAR VEPT 032230Z 00000KT 1800 BR NSC 15/14 Q1016 NOSIG=,VEPT,03-12-2025 22:30,000,00,,1800 m,,15,14,1016,,,BR,,,,,,
202512032300 METAR VEPT 032300Z 26003KT 1800 BR NSC 15/14 Q1016 NOSIG=,VEPT,03-12-2025 23:00,260,03,,1800 m,,15,14,1016,,,BR,,,,,,
202512032302 METAR VEPT 032302Z 26003KT 1800 BR NSC 15/14 Q1016 NOSIG=,VEPT,03-12-2025 23:02,260,03,,1800 m,,15,14,1016,,,BR,,,,,,
202512032330 METAR VEPT 032330Z 25004KT 1600 BR NSC 15/15 Q1016 NOSIG=,VEPT,03-12-2025 23:30,250,04,,1600 m,,15,15,1016,,,BR,,,,,,
202512040000 METAR VEPT 040000Z 25005KT 1600 BR NSC 14/14 Q1016 NOSIG=,VEPT,04-12-2025 00:00,250,05,,1600 m,,14,14,1016,,,BR,,,,,,
202512040030 METAR VEPT 040030Z 25003KT 1600 BR NSC 14/14 Q1016 BECMG 1500 BR=,VEPT,04-12-2025 00:30,250,03,,1600 m,,14,14,1016,,,BR,,,BR,,,
202512040100 METAR VEPT 040100Z 23003KT 1500 R25/1900 R07/1900 BR NSC 14/14 Q1017 NOSIG=,VEPT,04-12-2025 01:00,230,03,,1500 m,,14,14,1017,,,BR,,,,,,
202512040130 METAR VEPT 040130Z 25003KT 1400 R25/2000 R07/2000 BR NSC 14/14 Q1017 NOSIG=,VEPT,04-12-2025 01:30,250,03,,1400 m,,14,14,1017,,,BR,,,,,,
202512040200 METAR VEPT 040200Z 28006KT 1400 R25/2000 R07/1800 BR NSC 15/13 Q1018 NOSIG=,VEPT,04-12-2025 02:00,280,06,,1400 m,,15,13,1018,,,BR,,,,,,
202512040230 METAR VEPT 040230Z 26003KT 1200 R25/1700 R07/1700 MIFG NSC 16/13 Q1018 NOSIG=,VEPT,04-12-2025 02:30,260,03,,1200 m,,16,13,1018,,MI,FG,,,,,,
202512040300 METAR VEPT 040300Z 26003KT 1200 R25/1800 R07/1800 MIFG NSC 17/14 Q1019 NOSIG=,VEPT,04-12-2025 03:00,260,03,,1200 m,,17,14,1019,,MI,FG,,,,,,
202512040330 METAR VEPT 040330Z 28004KT 1400 R25/2000 R07/1900 HZ NSC 19/12 Q1019 BECMG 1500 HZ=,VEPT,04-12-2025 03:30,280,04,,1400 m,,19,12,1019,,,HZ,,,HZ,,,
202512040400 METAR VEPT 040400Z 27006KT 1600 HZ NSC 20/13 Q1019 NOSIG=,VEPT,04-12-2025 04:00,270,06,,1600 m,,20,13,1019,,,HZ,,,,,,
202512040430 METAR VEPT 040430Z 28005KT 1600 HZ NSC 22/12 Q1019 NOSIG=,VEPT,04-12-2025 04:30,280,05,,1600 m,,22,12,1019,,,HZ,,,,,,
202512040500 METAR VEPT 040500Z 27005KT 2000 HZ NSC 22/12 Q1019 NOSIG=,VEPT,04-12-2025 05:00,270,05,,2000 m,,22,12,1019,,,HZ,,,,,,
202512040530 METAR VEPT 040530Z 24004KT 2200 HZ NSC 24/13 Q1019 NOSIG=,VEPT,04-12-2025 05:30,240,04,,2200 m,,24,13,1019,,,HZ,,,,,,
202512040600 METAR VEPT 040600Z 27008KT 2800 HZ NSC 25/11 Q1018 BECMG 3000 HZ=,VEPT,04-12-2025 06:00,270,08,,2800 m,,25,11,1018,,,HZ,,,HZ,,,
202512040630 METAR VEPT 040630Z 27010KT 3500 HZ NSC 25/07 Q1018 NOSIG=,VEPT,04-12-2025 06:30,270,10,,3500 m,,25,7,1018,,,HZ,,,,,,
202512040700 METAR VEPT 040700Z 33010KT 4500 HZ NSC 25/06 Q1017 BECMG 5000 HZ=,VEPT,04-12-2025 07:00,330,10,,4500 m,,25,6,1017,,,HZ,,,HZ,,,
202512040730 METAR VEPT 040730Z 31008KT 5000 HZ NSC 25/07 Q1017 NOSIG=,VEPT,04-12-2025 07:30,310,08,,5000 m,,25,7,1017,,,HZ,,,,,,
202512040800 METAR VEPT 040800Z 27009KT 5000 HZ NSC 26/07 Q1016 NOSIG=,VEPT,04-12-2025 08:00,270,09,,5000 m,,26,7,1016,,,HZ,,,,,,
202512040830 METAR VEPT 040830Z 28006KT 5000 HZ NSC 26/07 Q1016 NOSIG=,VEPT,04-12-2025 08:30,280,06,,5000 m,,26,7,1016,,,HZ,,,,,,
202512040900 METAR VEPT 040900Z 28009KT 5000 HZ NSC 25/07 Q1016 NOSIG=,VEPT,04-12-2025 09:00,280,09,,5000 m,,25,7,1016,,,HZ,,,,,,
202512040930 METAR VEPT 040930Z 28009KT 5000 HZ NSC 25/07 Q1016 NOSIG=,VEPT,04-12-2025 09:30,280,09,,5000 m,,25,7,1016,,,HZ,,,,,,
202512041000 METAR VEPT 041000Z 27009KT 5000 HZ NSC 25/07 Q1016 NOSIG=,VEPT,04-12-2025 10:00,270,09,,5000 m,,25,7,1016,,,HZ,,,,,,
202512041030 METAR VEPT 041030Z 27007KT 5000 HZ NSC 25/07 Q1016 NOSIG=,VEPT,04-12-2025 10:30,270,07,,5000 m,,25,7,1016,,,HZ,,,,,,
202512041100 METAR VEPT 041100Z 27005KT 4500 HZ NSC 24/07 Q1016 NOSIG=,VEPT,04-12-2025 11:00,270,05,,4500 m,,24,7,1016,,,HZ,,,,,,
202512041130 METAR VEPT 041130Z 28004KT 4500 HZ NSC 23/07 Q1016 NOSIG=,VEPT,04-12-2025 11:30,280,04,,4500 m,,23,7,1016,,,HZ,,,,,,
202512041200 METAR VEPT 041200Z 27003KT 4000 HZ NSC 21/08 Q1016 NOSIG=,VEPT,04-12-2025 12:00,270,03,,4000 m,,21,8,1016,,,HZ,,,,,,
202512041230 METAR VEPT 041230Z 24004KT 4000 HZ NSC 20/09 Q1017 NOSIG=,VEPT,04-12-2025 12:30,240,04,,4000 m,,20,9,1017,,,HZ,,,,,,
202512041300 METAR VEPT 041300Z 28003KT 3500 HZ NSC 19/10 Q1017 NOSIG=,VEPT,04-12-2025 13:00,280,03,,3500 m,,19,10,1017,,,HZ,,,,,,
202512041330 METAR VEPT 041330Z 00000KT 3500 HZ NSC 18/10 Q1017 NOSIG=,VEPT,04-12-2025 13:30,000,00,,3500 m,,18,10,1017,,,HZ,,,,,,
202512041400 METAR VEPT 041400Z 00000KT 3500 HZ NSC 16/09 Q1018 NOSIG=,VEPT,04-12-2025 14:00,000,00,,3500 m,,16,9,1018,,,HZ,,,,,,
202512041430 METAR VEPT 041430Z 00000KT 3500 HZ NSC 16/11 Q1018 NOSIG=,VEPT,04-12-2025 14:30,000,00,,3500 m,,16,11,1018,,,HZ,,,,,,
202512041500 METAR VEPT 041500Z 00000KT 3500 HZ NSC 16/09 Q1018 NOSIG=,VEPT,04-12-2025 15:00,000,00,,3500 m,,16,9,1018,,,HZ,,,,,,
202512041530 METAR VEPT 041530Z 00000KT 3500 HZ NSC 16/09 Q1019 BECMG 3000 HZ=,VEPT,04-12-2025 15:30,000,00,,3500 m,,16,9,1019,,,HZ,,,HZ,,,
202512041600 METAR VEPT 041600Z 00000KT 3000 HZ NSC 16/09 Q1019 NOSIG=,VEPT,04-12-2025 16:00,000,00,,3000 m,,16,9,1019,,,HZ,,,,,,
202512041630 METAR VEPT 041630Z 00000KT 2800 HZ NSC 16/09 Q1019 NOSIG=,VEPT,04-12-2025 16:30,000,00,,2800 m,,16,9,1019,,,HZ,,,,,,
202512041700 METAR VEPT 041700Z 00000KT 2800 HZ NSC 13/09 Q1019 NOSIG=,VEPT,04-12-2025 17:00,000,00,,2800 m,,13,9,1019,,,HZ,,,,,,
202512041730 METAR VEPT 041730Z 00000KT 2800 HZ NSC 13/09 Q1019 NOSIG=,VEPT,04-12-2025 17:30,000,00,,2800 m,,13,9,1019,,,HZ,,,,,,
202512041800 METAR VEPT 041800Z 00000KT 2500 HZ NSC 14/09 Q1019 NOSIG=,VEPT,04-12-2025 18:00,000,00,,2500 m,,14,9,1019,,,HZ,,,,,,
202512041830 METAR VEPT 041830Z 00000KT 2500 HZ NSC 14/08 Q1019 NOSIG=,VEPT,04-12-2025 18:30,000,00,,2500 m,,14,8,1019,,,HZ,,,,,,
202512041900 METAR VEPT 041900Z 00000KT 2500 HZ NSC 15/08 Q1019 NOSIG=,VEPT,04-12-2025 19:00,000,00,,2500 m,,15,8,1019,,,HZ,,,,,,
202512041930 METAR VEPT 041930Z 00000KT 2500 HZ NSC 14/08 Q1019 NOSIG=,VEPT,04-12-2025 19:30,000,00,,2500 m,,14,8,1019,,,HZ,,,,,,
202512042000 METAR VEPT 042000Z 00000KT 2200 HZ NSC 14/08 Q1019 NOSIG=,VEPT,04-12-2025 20:00,000,00,,2200 m,,14,8,1019,,,HZ,,,,,,
202512042030 METAR VEPT 042030Z 00000KT 2200 HZ NSC 13/08 Q1019 NOSIG=,VEPT,04-12-2025 20:30,000,00,,2200 m,,13,8,1019,,,HZ,,,,,,
202512042100 METAR VEPT 042100Z 00000KT 2200 HZ NSC 13/07 Q1019 NOSIG=,VEPT,04-12-2025 21:00,000,00,,2200 m,,13,7,1019,,,HZ,,,,,,
202512042130 METAR VEPT 042130Z 00000KT 2200 HZ NSC 13/08 Q1018 NOSIG=,VEPT,04-12-2025 21:30,000,00,,2200 m,,13,8,1018,,,HZ,,,,,,
202512042200 METAR VEPT 042200Z 23003KT 2200 HZ NSC 12/07 Q1018 NOSIG=,VEPT,04-12-2025 22:00,230,03,,2200 m,,12,7,1018,,,HZ,,,,,,
202512042230 METAR VEPT 042230Z 24003KT 2000 HZ NSC 13/07 Q1019 NOSIG=,VEPT,04-12-2025 22:30,240,03,,2000 m,,13,7,1019,,,HZ,,,,,,
202512042300 METAR VEPT 042300Z 00000KT 2000 HZ NSC 12/08 Q1019 NOSIG=,VEPT,04-12-2025 23:00,000,00,,2000 m,,12,8,1019,,,HZ,,,,,,
202512042330 METAR VEPT 042330Z 24004KT 2000 HZ NSC 13/07 Q1019 NOSIG=,VEPT,04-12-2025 23:30,240,04,,2000 m,,13,7,1019,,,HZ,,,,,,
202512050000 METAR VEPT 050000Z 26004KT 2000 HZ NSC 14/07 Q1019 NOSIG=,VEPT,05-12-2025 00:00,260,04,,2000 m,,14,7,1019,,,HZ,,,,,,
202512050030 METAR VEPT 050030Z 25006KT 1800 HZ NSC 14/07 Q1019 NOSIG=,VEPT,05-12-2025 00:30,250,06,,1800 m,,14,7,1019,,,HZ,,,,,,
202512050100 METAR VEPT 050100Z 27004KT 1800 HZ NSC 13/07 Q1020 NOSIG=,VEPT,05-12-2025 01:00,270,04,,1800 m,,13,7,1020,,,HZ,,,,,,
202512050130 METAR VEPT 050130Z 26004KT 1600 HZ NSC 12/08 Q1020 NOSIG=,VEPT,05-12-2025 01:30,260,04,,1600 m,,12,8,1020,,,HZ,,,,,,
202512050200 METAR VEPT 050200Z 25005KT 1600 BR NSC 13/09 Q1020 BECMG 1500 BR=,VEPT,05-12-2025 02:00,250,05,,1600 m,,13,9,1020,,,BR,,,BR,,,
202512050230 METAR VEPT 050230Z 24004KT 1600 BR NSC 13/10 Q1021 NOSIG=,VEPT,05-12-2025 02:30,240,04,,1600 m,,13,10,1021,,,BR,,,,,,
202512050300 METAR VEPT 050300Z 27003KT 1600 HZ NSC 15/10 Q1021 NOSIG=,VEPT,05-12-2025 03:00,270,03,,1600 m,,15,10,1021,,,HZ,,,,,,
202512050330 METAR VEPT 050330Z 25004KT 1700 HZ NSC 16/09 Q1021 NOSIG=,VEPT,05-12-2025 03:30,250,04,,1700 m,,16,9,1021,,,HZ,,,,,,
202512050400 METAR VEPT 050400Z 26005KT 1800 HZ NSC 17/09 Q1022 NOSIG=,VEPT,05-12-2025 04:00,260,05,,1800 m,,17,9,1022,,,HZ,,,,,,
202512050430 METAR VEPT 050430Z 26006KT 1800 HZ NSC 18/09 Q1021 NOSIG=,VEPT,05-12-2025 04:30,260,06,,1800 m,,18,9,1021,,,HZ,,,,,,
202512050500 METAR VEPT 050500Z 27005KT 2000 HZ NSC 19/10 Q1021 NOSIG=,VEPT,05-12-2025 05:00,270,05,,2000 m,,19,10,1021,,,HZ,,,,,,
202512050530 METAR VEPT 050530Z 26008KT 2200 HZ NSC 20/10 Q1021 NOSIG=,VEPT,05-12-2025 05:30,260,08,,2200 m,,20,10,1021,,,HZ,,,,,,
202512050600 METAR VEPT 050600Z 27005KT 2500 HZ NSC 21/10 Q1020 NOSIG=,VEPT,05-12-2025 06:00,270,05,,2500 m,,21,10,1020,,,HZ,,,,,,
202512050630 METAR VEPT 050630Z 28007KT 2800 HZ NSC 22/10 Q1019 NOSIG=,VEPT,05-12-2025 06:30,280,07,,2800 m,,22,10,1019,,,HZ,,,,,,
202512050700 METAR VEPT 050700Z 27006KT 2800 HZ NSC 23/10 Q1019 BECMG 3000 HZ=,VEPT,05-12-2025 07:00,270,06,,2800 m,,23,10,1019,,,HZ,,,HZ,,,
202512050730 METAR VEPT 050730Z 27006KT 3000 HZ NSC 24/09 Q1018 NOSIG=,VEPT,05-12-2025 07:30,270,06,,3000 m,,24,9,1018,,,HZ,,,,,,
202512050800 METAR VEPT 050800Z 28006KT 3500 HZ NSC 24/08 Q1018 NOSIG=,VEPT,05-12-2025 08:00,280,06,,3500 m,,24,8,1018,,,HZ,,,,,,
202512050830 METAR VEPT 050830Z 26006KT 4000 HZ NSC 24/07 Q1017 NOSIG=,VEPT,05-12-2025 08:30,260,06,,4000 m,,24,7,1017,,,HZ,,,,,,
202512050900 METAR VEPT 050900Z 26006KT 4500 HZ NSC 24/07 Q1017 NOSIG=,VEPT,05-12-2025 09:00,260,06,,4500 m,,24,7,1017,,,HZ,,,,,,
202512050930 METAR VEPT 050930Z 25005KT 4500 HZ NSC 24/07 Q1017 NOSIG=,VEPT,05-12-2025 09:30,250,05,,4500 m,,24,7,1017,,,HZ,,,,,,
202512051000 METAR VEPT 051000Z 28005KT 4500 HZ NSC 24/07 Q1017 NOSIG=,VEPT,05-12-2025 10:00,280,05,,4500 m,,24,7,1017,,,HZ,,,,,,
202512051030 METAR VEPT 051030Z 28005KT 4500 HZ NSC 24/07 Q1017 NOSIG=,VEPT,05-12-2025 10:30,280,05,,4500 m,,24,7,1017,,,HZ,,,,,,
202512051100 METAR VEPT 051100Z 28005KT 4500 HZ NSC 23/07 Q1017 NOSIG=,VEPT,05-12-2025 11:00,280,05,,4500 m,,23,7,1017,,,HZ,,,,,,
202512051130 METAR VEPT 051130Z 28003KT 4000 HZ NSC 21/08 Q1017 BECMG 3000 HZ=,VEPT,05-12-2025 11:30,280,03,,4000 m,,21,8,1017,,,HZ,,,HZ,,,
202512051200 METAR VEPT 051200Z 00000KT 3000 HZ NSC 20/11 Q1017 NOSIG=,VEPT,05-12-2025 12:00,000,00,,3000 m,,20,11,1017,,,HZ,,,,,,
202512051230 METAR VEPT 051230Z 00000KT 3000 HZ NSC 17/11 Q1017 NOSIG=,VEPT,05-12-2025 12:30,000,00,,3000 m,,17,11,1017,,,HZ,,,,,,
202512051300 METAR VEPT 051300Z 00000KT 3000 HZ NSC 17/10 Q1017 NOSIG=,VEPT,05-12-2025 13:00,000,00,,3000 m,,17,10,1017,,,HZ,,,,,,
202512051330 METAR VEPT 051330Z 00000KT 3000 HZ NSC 17/10 Q1018 NOSIG=,VEPT,05-12-2025 13:30,000,00,,3000 m,,17,10,1018,,,HZ,,,,,,
202512051400 METAR VEPT 051400Z 28006KT 3000 HZ NSC 18/08 Q1018 NOSIG=,VEPT,05-12-2025 14:00,280,06,,3000 m,,18,8,1018,,,HZ,,,,,,
202512051430 METAR VEPT 051430Z 28006KT 3000 HZ NSC 18/08 Q1018 NOSIG=,VEPT,05-12-2025 14:30,280,06,,3000 m,,18,8,1018,,,HZ,,,,,,
202512051500 METAR VEPT 051500Z 28005KT 2500 HZ NSC 17/08 Q1018 NOSIG=,VEPT,05-12-2025 15:00,280,05,,2500 m,,17,8,1018,,,HZ,,,,,,
202512051530 METAR VEPT 051530Z 26004KT 2500 HZ NSC 17/08 Q1018 NOSIG=,VEPT,05-12-2025 15:30,260,04,,2500 m,,17,8,1018,,,HZ,,,,,,
202512051600 METAR VEPT 051600Z 26006KT 2500 HZ NSC 16/08 Q1018 NOSIG=,VEPT,05-12-2025 16:00,260,06,,2500 m,,16,8,1018,,,HZ,,,,,,
202512051630 METAR VEPT 051630Z 26006KT 2500 HZ NSC 16/08 Q1018 NOSIG=,VEPT,05-12-2025 16:30,260,06,,2500 m,,16,8,1018,,,HZ,,,,,,
202512051700 METAR VEPT 051700Z 27005KT 2500 HZ NSC 16/08 Q1018 NOSIG=,VEPT,05-12-2025 17:00,270,05,,2500 m,,16,8,1018,,,HZ,,,,,,
202512051730 METAR VEPT 051730Z 27007KT 2500 HZ NSC 15/08 Q1018 NOSIG=,VEPT,05-12-2025 17:30,270,07,,2500 m,,15,8,1018,,,HZ,,,,,,
202512051800 METAR VEPT 051800Z 28007KT 2500 HZ NSC 15/09 Q1018 NOSIG=,VEPT,05-12-2025 18:00,280,07,,2500 m,,15,9,1018,,,HZ,,,,,,
202512051830 METAR VEPT 051830Z 26006KT 2200 HZ NSC 14/08 Q1018 NOSIG=,VEPT,05-12-2025 18:30,260,06,,2200 m,,14,8,1018,,,HZ,,,,,,
202512051900 METAR VEPT 051900Z 27007KT 2200 HZ NSC 14/08 Q1018 NOSIG=,VEPT,05-12-2025 19:00,270,07,,2200 m,,14,8,1018,,,HZ,,,,,,
202512051930 METAR VEPT 051930Z 27005KT 2200 HZ NSC 14/08 Q1018 NOSIG=,VEPT,05-12-2025 19:30,270,05,,2200 m,,14,8,1018,,,HZ,,,,,,
202512052000 METAR VEPT 052000Z 28005KT 2200 HZ NSC 14/08 Q1018 NOSIG=,VEPT,05-12-2025 20:00,280,05,,2200 m,,14,8,1018,,,HZ,,,,,,
202512052030 METAR VEPT 052030Z 26005KT 2200 HZ NSC 14/09 Q1018 NOSIG=,VEPT,05-12-2025 20:30,260,05,,2200 m,,14,9,1018,,,HZ,,,,,,
202512052100 METAR VEPT 052100Z 26005KT 2200 HZ NSC 14/09 Q1018 NOSIG=,VEPT,05-12-2025 21:00,260,05,,2200 m,,14,9,1018,,,HZ,,,,,,
202512052130 METAR VEPT 052130Z 25005KT 2000 BR NSC 13/09 Q1017 NOSIG=,VEPT,05-12-2025 21:30,250,05,,2000 m,,13,9,1017,,,BR,,,,,,
202512052200 METAR VEPT 052200Z 25005KT 2000 BR NSC 12/09 Q1017 NOSIG=,VEPT,05-12-2025 22:00,250,05,,2000 m,,12,9,1017,,,BR,,,,,,
202512052230 METAR VEPT 052230Z 24004KT 2000 BR NSC 12/08 Q1017 NOSIG=,VEPT,05-12-2025 22:30,240,04,,2000 m,,12,8,1017,,,BR,,,,,,
202512052300 METAR VEPT 052300Z 25007KT 2000 BR NSC 12/08 Q1017 NOSIG=,VEPT,05-12-2025 23:00,250,07,,2000 m,,12,8,1017,,,BR,,,,,,
202512052330 METAR VEPT 052330Z 25004KT 2000 BR NSC 13/09 Q1017 NOSIG=,VEPT,05-12-2025 23:30,250,04,,2000 m,,13,9,1017,,,BR,,,,,,
202512060000 METAR VEPT 060000Z 26004KT 2000 BR NSC 12/08 Q1018 NOSIG=,VEPT,06-12-2025 00:00,260,04,,2000 m,,12,8,1018,,,BR,,,,,,
202512060030 METAR VEPT 060030Z 26006KT 2000 BR NSC 13/09 Q1018 NOSIG=,VEPT,06-12-2025 00:30,260,06,,2000 m,,13,9,1018,,,BR,,,,,,
202512060100 METAR VEPT 060100Z 26006KT 1600 BR NSC 13/09 Q1018 NOSIG=,VEPT,06-12-2025 01:00,260,06,,1600 m,,13,9,1018,,,BR,,,,,,
202512060130 METAR VEPT 060130Z 26003KT 1600 BR NSC 13/09 Q1019 NOSIG=,VEPT,06-12-2025 01:30,260,03,,1600 m,,13,9,1019,,,BR,,,,,,
202512060200 METAR VEPT 060200Z 25003KT 1600 BR NSC 13/11 Q1019 NOSIG=,VEPT,06-12-2025 02:00,250,03,,1600 m,,13,11,1019,,,BR,,,,,,
202512060230 METAR VEPT 060230Z 27004KT 1600 BR NSC 14/10 Q1020 NOSIG=,VEPT,06-12-2025 02:30,270,04,,1600 m,,14,10,1020,,,BR,,,,,,
202512060300 METAR VEPT 060300Z 25004KT 1800 BR NSC 15/10 Q1020 NOSIG=,VEPT,06-12-2025 03:00,250,04,,1800 m,,15,10,1020,,,BR,,,,,,
202512060330 METAR VEPT 060330Z 27004KT 2000 BR NSC 16/10 Q1020 NOSIG=,VEPT,06-12-2025 03:30,270,04,,2000 m,,16,10,1020,,,BR,,,,,,
202512060400 METAR VEPT 060400Z 25005KT 2000 HZ NSC 17/10 Q1020 NOSIG=,VEPT,06-12-2025 04:00,250,05,,2000 m,,17,10,1020,,,HZ,,,,,,
202512060430 METAR VEPT 060430Z 26003KT 2000 HZ NSC 19/11 Q1020 NOSIG=,VEPT,06-12-2025 04:30,260,03,,2000 m,,19,11,1020,,,HZ,,,,,,
202512060730 METAR VEPT 060730Z 27005KT 4000 HZ NSC 24/11 Q1017 NOSIG=,VEPT,06-12-2025 07:30,270,05,,4000 m,,24,11,1017,,,HZ,,,,,,
202512060800 METAR VEPT 060800Z 29007KT 4500 HZ NSC 24/09 Q1016 NOSIG=,VEPT,06-12-2025 08:00,290,07,,4500 m,,24,9,1016,,,HZ,,,,,,
202512060830 METAR VEPT 060830Z 26007KT 4500 HZ NSC 24/10 Q1016 BECMG 5000 HZ=,VEPT,06-12-2025 08:30,260,07,,4500 m,,24,10,1016,,,HZ,,,HZ,,,
202512060900 METAR VEPT 060900Z 27006KT 5000 HZ NSC 24/10 Q1016 NOSIG=,VEPT,06-12-2025 09:00,270,06,,5000 m,,24,10,1016,,,HZ,,,,,,
202512060930 METAR VEPT 060930Z 26009KT 5000 HZ NSC 25/10 Q1016 NOSIG=,VEPT,06-12-2025 09:30,260,09,,5000 m,,25,10,1016,,,HZ,,,,,,
202512061000 METAR VEPT 061000Z 27007KT 5000 HZ NSC 24/08 Q1016 NOSIG=,VEPT,06-12-2025 10:00,270,07,,5000 m,,24,8,1016,,,HZ,,,,,,
202512061030 METAR VEPT 061030Z 28005KT 5000 HZ NSC 23/09 Q1016 NOSIG=,VEPT,06-12-2025 10:30,280,05,,5000 m,,23,9,1016,,,HZ,,,,,,
202512061100 METAR VEPT 061100Z 28005KT 4000 HZ NSC 23/09 Q1016 NOSIG=,VEPT,06-12-2025 11:00,280,05,,4000 m,,23,9,1016,,,HZ,,,,,,
202512061130 METAR VEPT 061130Z 26003KT 3500 HZ FEW100 22/09 Q1016 NOSIG=,VEPT,06-12-2025 11:30,260,03,,3500 m,FEW100,22,9,1016,,,HZ,,,,,,
202512061200 METAR VEPT 061200Z 00000KT 3500 HZ FEW100 19/12 Q1017 NOSIG=,VEPT,06-12-2025 12:00,000,00,,3500 m,FEW100,19,12,1017,,,HZ,,,,,,
202512061230 METAR VEPT 061230Z 00000KT 3500 HZ FEW100 17/11 Q1017 NOSIG=,VEPT,06-12-2025 12:30,000,00,,3500 m,FEW100,17,11,1017,,,HZ,,,,,,
202512061300 METAR VEPT 061300Z 00000KT 3500 HZ FEW100 18/11 Q1017 NOSIG=,VEPT,06-12-2025 13:00,000,00,,3500 m,FEW100,18,11,1017,,,HZ,,,,,,
202512061330 METAR VEPT 061330Z 00000KT 3500 HZ FEW100 17/10 Q1017 BECMG 3000 HZ=,VEPT,06-12-2025 13:30,000,00,,3500 m,FEW100,17,10,1017,,,HZ,,,HZ,,,
202512061400 METAR VEPT 061400Z 00000KT 3000 HZ FEW100 17/10 Q1018 NOSIG=,VEPT,06-12-2025 14:00,000,00,,3000 m,FEW100,17,10,1018,,,HZ,,,,,,
202512061430 METAR VEPT 061430Z 00000KT 3000 HZ FEW100 17/10 Q1018 NOSIG=,VEPT,06-12-2025 14:30,000,00,,3000 m,FEW100,17,10,1018,,,HZ,,,,,,
202512061500 METAR VEPT 061500Z 26003KT 2800 HZ FEW100 16/10 Q1018 NOSIG=,VEPT,06-12-2025 15:00,260,03,,2800 m,FEW100,16,10,1018,,,HZ,,,,,,
202512061530 METAR VEPT 061530Z 27004KT 2500 HZ FEW100 17/09 Q1018 NOSIG=,VEPT,06-12-2025 15:30,270,04,,2500 m,FEW100,17,9,1018,,,HZ,,,,,,
202512061600 METAR VEPT 061600Z 25004KT 2500 HZ FEW100 17/09 Q1018 NOSIG=,VEPT,06-12-2025 16:00,250,04,,2500 m,FEW100,17,9,1018,,,HZ,,,,,,
202512061630 METAR VEPT 061630Z 26005KT 2500 HZ FEW100 17/09 Q1018 NOSIG=,VEPT,06-12-2025 16:30,260,05,,2500 m,FEW100,17,9,1018,,,HZ,,,,,,
202512061700 METAR VEPT 061700Z 24003KT 2500 HZ FEW100 15/08 Q1018 NOSIG=,VEPT,06-12-2025 17:00,240,03,,2500 m,FEW100,15,8,1018,,,HZ,,,,,,
202512061730 METAR VEPT 061730Z 24004KT 2000 HZ FEW100 15/08 Q1018 NOSIG=,VEPT,06-12-2025 17:30,240,04,,2000 m,FEW100,15,8,1018,,,HZ,,,,,,
202512061800 METAR VEPT 061800Z 26003KT 2000 HZ NSC 16/08 Q1018 NOSIG=,VEPT,06-12-2025 18:00,260,03,,2000 m,,16,8,1018,,,HZ,,,,,,
202512061830 METAR VEPT 061830Z 00000KT 2000 HZ NSC 14/08 Q1018 NOSIG=,VEPT,06-12-2025 18:30,000,00,,2000 m,,14,8,1018,,,HZ,,,,,,
202512061900 METAR VEPT 061900Z 00000KT 2000 HZ NSC 13/08 Q1018 NOSIG=,VEPT,06-12-2025 19:00,000,00,,2000 m,,13,8,1018,,,HZ,,,,,,
202512061930 METAR VEPT 061930Z 25004KT 2000 HZ NSC 14/08 Q1018 NOSIG=,VEPT,06-12-2025 19:30,250,04,,2000 m,,14,8,1018,,,HZ,,,,,,
202512062000 METAR VEPT 062000Z 26004KT 2000 HZ NSC 14/08 Q1018 NOSIG=,VEPT,06-12-2025 20:00,260,04,,2000 m,,14,8,1018,,,HZ,,,,,,
202512062030 METAR VEPT 062030Z 26005KT 2000 HZ NSC 15/08 Q1018 NOSIG=,VEPT,06-12-2025 20:30,260,05,,2000 m,,15,8,1018,,,HZ,,,,,,
202512062100 METAR VEPT 062100Z 26004KT 2000 HZ NSC 15/08 Q1018 NOSIG=,VEPT,06-12-2025 21:00,260,04,,2000 m,,15,8,1018,,,HZ,,,,,,
202512062130 METAR VEPT 062130Z 25003KT 1800 HZ NSC 14/08 Q1017 NOSIG=,VEPT,06-12-2025 21:30,250,03,,1800 m,,14,8,1017,,,HZ,,,,,,
202512062200 METAR VEPT 062200Z 24003KT 1800 HZ NSC 13/08 Q1017 NOSIG=,VEPT,06-12-2025 22:00,240,03,,1800 m,,13,8,1017,,,HZ,,,,,,
